school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,G3
Gabriel Pereira,Male,16,Urban,Less Or Equal To 3,Living Together,5Th To 9Th Grade,5Th To 9Th Grade,Other,Other,Reputation,Mother,15 To 30 Min,2 To 5 Hours,0,No,Yes,No,Yes,Yes,Yes,Yes,No,5,4,4,2,4,5,0,13,13,12
Gabriel Pereira,Female,15,Rural,Greater Than 3,Living Together,5Th To 9Th Grade,Higher Education,Services,Health,Course,Mother,Less Than 15 Min,5 To 10 Hours,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,4,3,2,1,1,5,2,10,9,8
Gabriel Pereira,Female,16,Urban,Greater Than 3,Living Together,5Th To 9Th Grade,5Th To 9Th Grade,Services,Services,Home,Mother,Less Than 15 Min,Less Than 2 Hours,2,No,Yes,Yes,No,No,Yes,Yes,No,1,2,2,1,3,5,14,6,9,8
Gabriel Pereira,Male,15,Urban,Greater Than 3,Living Together,5Th To 9Th Grade,5Th To 9Th Grade,Other,Other,Home,Mother,Less Than 15 Min,Less Than 2 Hours,0,No,Yes,Yes,No,Yes,Yes,Yes,No,4,2,2,1,2,5,2,12,12,11
Gabriel Pereira,Male,15,Urban,Greater Than 3,Living Together,Higher Education,5Th To 9Th Grade,Health,Services,Other,Mother,Less Than 15 Min,Less Than 2 Hours,0,No,No,Yes,No,Yes,Yes,Yes,No,2,2,4,2,4,1,4,15,16,15
Gabriel Pereira,Male,16,Urban,Less Or Equal To 3,Apart,Secondary Education,Higher Education,Services,Other,Home,Mother,Less Than 15 Min,2 To 5 Hours,0,Yes,Yes,No,Yes,Yes,Yes,Yes,No,5,3,3,1,1,5,4,11,11,11
Gabriel Pereira,Male,16,Urban,Greater Than 3,Living Together,Higher Education,Higher Education,Teacher,Teacher,Home,Mother,Less Than 15 Min,2 To 5 Hours,0,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4,4,5,5,5,5,16,10,12,11
Gabriel Pereira,Male,15,Urban,Greater Than 3,Living Together,Higher Education,Higher Education,Health,Services,Home,Mother,Less Than 15 Min,2 To 5 Hours,0,No,Yes,Yes,No,No,Yes,Yes,No,5,4,2,3,4,5,0,9,11,12
Gabriel Pereira,Male,15,Urban,Greater Than 3,Living Together,Higher Education,Higher Education,Services,Services,Reputation,Mother,15 To 30 Min,2 To 5 Hours,0,No,Yes,No,Yes,Yes,Yes,Yes,No,4,3,1,1,1,5,0,17,16,17
Gabriel Pereira,Male,15,Rural,Greater Than 3,Living Together,Higher Education,Secondary Education,Teacher,At Home,Course,Mother,Less Than 15 Min,2 To 5 Hours,0,No,Yes,No,Yes,Yes,Yes,Yes,Yes,4,5,2,1,1,5,0,17,16,16
Gabriel Pereira,Male,15,Urban,Less Or Equal To 3,Living Together,Secondary Education,Secondary Education,Other,Other,Course,Mother,Less Than 15 Min,2 To 5 Hours,0,No,No,No,Yes,No,Yes,Yes,No,5,3,2,1,1,2,0,8,10,12
Gabriel Pereira,Male,16,Urban,Greater Than 3,Living Together,Secondary Education,5Th To 9Th Grade,Other,Other,Home,Mother,Less Than 15 Min,Less Than 2 Hours,0,No,Yes,Yes,No,No,Yes,Yes,No,5,4,3,1,1,5,0,12,14,15
Gabriel Pereira,Female,15,Urban,Greater Than 3,Living Together,5Th To 9Th Grade,Secondary Education,Other,Other,Other,Father,15 To 30 Min,Less Than 2 Hours,0,No,Yes,No,Yes,Yes,Yes,No,No,3,5,1,1,1,5,0,8,7,6
Gabriel Pereira,Male,15,Urban,Less Or Equal To 3,Living Together,Higher Education,Secondary Education,Teacher,Services,Home,Mother,Less Than 15 Min,5 To 10 Hours,0,No,Yes,No,Yes,Yes,Yes,Yes,No,5,4,3,1,1,4,2,15,16,18
Gabriel Pereira,Male,16,Rural,Greater Than 3,Apart,Higher Education,Higher Education,Other,Teacher,Reputation,Mother,15 To 30 Min,5 To 10 Hours,0,No,Yes,No,Yes,Yes,Yes,Yes,Yes,2,4,3,1,1,5,7,15,16,15
Gabriel Pereira,Female,15,Rural,Greater Than 3,Living Together,Secondary Education,Higher Education,Services,Health,Course,Mother,Less Than 15 Min,5 To 10 Hours,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,4,3,2,1,1,5,2,12,12,11
Gabriel Pereira,Female,15,Rural,Greater Than 3,Living Together,5Th To 9Th Grade,5Th To 9Th Grade,At Home,Other,Reputation,Mother,Less Than 15 Min,Less Than 2 Hours,0,Yes,Yes,Yes,Yes,Yes,Yes,No,No,4,3,1,1,1,2,8,14,13,13
Gabriel Pereira,Female,16,Urban,Less Or Equal To 3,Living Together,5Th To 9Th Grade,5Th To 9Th Grade,Other,Other,Home,Mother,15 To 30 Min,2 To 5 Hours,1,No,Yes,No,Yes,No,Yes,Yes,Yes,3,3,3,1,2,3,25,7,10,11
Gabriel Pereira,Male,15,Urban,Less Or Equal To 3,Living Together,Higher Education,Higher Education,Teacher,Other,Home,Other,Less Than 15 Min,Less Than 2 Hours,0,No,Yes,No,No,No,Yes,Yes,Yes,5,4,3,2,4,5,8,12,12,12
Gabriel Pereira,Male,15,Urban,Greater Than 3,Living Together,Higher Education,Higher Education,Services,Teacher,Course,Father,Less Than 15 Min,2 To 5 Hours,0,No,Yes,No,Yes,Yes,Yes,Yes,No,4,3,3,1,1,5,2,19,18,18
Gabriel Pereira,Male,15,Urban,Greater Than 3,Living Together,5Th To 9Th Grade,5Th To 9Th Grade,Services,Services,Course,Father,Less Than 15 Min,Less Than 2 Hours,0,Yes,Yes,No,No,Yes,Yes,Yes,No,5,4,1,1,1,1,0,8,8,11
Gabriel Pereira,Female,16,Urban,Less Or Equal To 3,Living Together,5Th To 9Th Grade,5Th To 9Th Grade,Other,At Home,Course,Father,15 To 30 Min,2 To 5 Hours,1,Yes,No,No,Yes,Yes,Yes,Yes,No,4,3,3,2,2,5,14,10,10,9
Gabriel Pereira,Female,15,Urban,Less Or Equal To 3,Apart,Higher Education,Secondary Education,Other,Other,Course,Mother,Less Than 15 Min,2 To 5 Hours,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5,2,2,1,1,5,8,8,8,6
Gabriel Pereira,Female,16,Urban,Less Or Equal To 3,Apart,Secondary Education,Secondary Education,Other,Services,Home,Mother,Less Than 15 Min,2 To 5 Hours,0,No,Yes,No,No,Yes,Yes,Yes,No,2,3,5,1,4,3,12,11,12,11
Gabriel Pereira,Male,16,Urban,Greater Than 3,Living Together,Higher Education,Secondary Education,Health,Services,Reputation,Mother,Less Than 15 Min,Greater Than 10 Hours,0,No,No,No,Yes,Yes,Yes,Yes,No,4,2,2,1,1,2,4,19,19,20
Gabriel Pereira,Male,15,Urban,Greater Than 3,Living Together,Higher Education,5Th To 9Th Grade,Teacher,Other,Home,Mother,Less Than 15 Min,2 To 5 Hours,0,No,Yes,Yes,No,Yes,Yes,No,No,4,3,3,2,2,5,2,15,15,14
Gabriel Pereira,Female,15,Urban,Greater Than 3,Living Together,Higher Education,Higher Education,Services,Teacher,Other,Father,Less Than 15 Min,2 To 5 Hours,1,Yes,Yes,No,Yes,No,Yes,Yes,No,4,4,4,1,1,3,2,7,7,7
Gabriel Pereira,Female,16,Urban,Less Or Equal To 3,Living Together,5Th To 9Th Grade,5Th To 9Th Grade,Services,Services,Course,Mother,30 Min To 1 Hour,2 To 5 Hours,0,No,Yes,Yes,No,Yes,Yes,Yes,No,4,3,3,2,3,4,2,12,13,13
Gabriel Pereira,Female,15,Urban,Less Or Equal To 3,Living Together,Higher Education,5Th To 9Th Grade,Health,Other,Other,Mother,Less Than 15 Min,2 To 5 Hours,0,No,Yes,Yes,No,Yes,Yes,Yes,No,4,3,3,1,1,5,2,11,13,13
Gabriel Pereira,Male,15,Urban,Less Or Equal To 3,Apart,Higher Education,5Th To 9Th Grade,Health,Health,Other,Father,15 To 30 Min,Less Than 2 Hours,1,No,No,No,No,Yes,Yes,No,No,5,5,5,3,4,5,6,11,11,10
Gabriel Pereira,Female,15,Urban,Greater Than 3,Living Together,Higher Education,Higher Education,Services,Services,Course,Mother,Less Than 15 Min,Less Than 2 Hours,0,Yes,Yes,Yes,No,Yes,Yes,Yes,No,3,3,4,2,3,5,0,8,10,11
Gabriel Pereira,Female,15,Urban,Less Or Equal To 3,Apart,Secondary Education,Secondary Education,Other,Other,Other,Mother,Less Than 15 Min,Less Than 2 Hours,0,No,No,Yes,No,Yes,Yes,Yes,No,5,3,4,4,4,1,6,10,13,13
Gabriel Pereira,Female,16,Urban,Greater Than 3,Apart,5Th To 9Th Grade,Primary Education (4Th Grade),Other,Other,Other,Mother,Less Than 15 Min,2 To 5 Hours,0,No,No,Yes,Yes,Yes,Yes,Yes,Yes,5,3,4,1,1,2,8,8,9,10
Gabriel Pereira,Female,15,Urban,Greater Than 3,Apart,Higher Education,Secondary Education,Services,Services,Reputation,Mother,Less Than 15 Min,2 To 5 Hours,0,No,Yes,Yes,Yes,Yes,Yes,Yes,No,4,3,2,1,1,1,0,14,15,15
Gabriel Pereira,Male,15,Urban,Greater Than 3,Living Together,Higher Education,Higher Education,Teacher,Health,Reputation,Mother,Less Than 15 Min,2 To 5 Hours,0,No,Yes,No,Yes,Yes,Yes,No,No,3,2,2,1,1,5,4,14,15,15
Gabriel Pereira,Male,15,Urban,Less Or Equal To 3,Living Together,Primary Education (4Th Grade),5Th To 9Th Grade,Other,At Home,Home,Father,Less Than 15 Min,2 To 5 Hours,0,Yes,Yes,No,Yes,Yes,Yes,Yes,No,4,3,2,1,1,5,2,9,10,9
Gabriel Pereira,Female,16,Urban,Greater Than 3,Living Together,Higher Education,5Th To 9Th Grade,Services,Other,Course,Mother,Less Than 15 Min,2 To 5 Hours,0,No,Yes,No,No,Yes,Yes,Yes,No,4,2,3,1,1,5,2,15,16,16
Gabriel Pereira,Female,16,Rural,Greater Than 3,Living Together,Higher Education,Higher Education,Health,Teacher,Other,Mother,Less Than 15 Min,2 To 5 Hours,0,No,Yes,No,Yes,Yes,Yes,No,No,2,4,4,2,3,4,6,10,11,11
Gabriel Pereira,Female,16,Urban,Greater Than 3,Living Together,Primary Education (4Th Grade),Primary Education (4Th Grade),Services,Services,Course,Father,Greater Than 1 Hour,Less Than 2 Hours,0,Yes,Yes,No,Yes,No,Yes,Yes,Yes,5,5,5,5,5,5,6,10,8,11
Gabriel Pereira,Female,16,Urban,Less Or Equal To 3,Living Together,Primary Education (4Th Grade),5Th To 9Th Grade,Other,Services,Reputation,Father,Less Than 15 Min,2 To 5 Hours,0,Yes,No,No,Yes,Yes,Yes,Yes,No,4,4,3,1,1,1,4,8,10,9
Gabriel Pereira,Female,16,Urban,Greater Than 3,Living Together,Higher Education,Secondary Education,Teacher,Health,Home,Mother,Less Than 15 Min,5 To 10 Hours,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,3,4,4,2,4,4,2,10,9,9
Gabriel Pereira,Female,15,Urban,Less Or Equal To 3,Living Together,Higher Education,Secondary Education,Services,Services,Reputation,Father,Less Than 15 Min,2 To 5 Hours,0,Yes,No,No,Yes,Yes,Yes,Yes,Yes,4,4,4,2,4,2,0,10,10,10
Gabriel Pereira,Female,16,Urban,Less Or Equal To 3,Living Together,Higher Education,Secondary Education,Teacher,Services,Course,Mother,30 Min To 1 Hour,2 To 5 Hours,0,No,Yes,No,Yes,Yes,Yes,Yes,No,5,4,3,1,2,1,2,16,15,15
Gabriel Pereira,Male,15,Urban,Greater Than 3,Apart,Higher Education,Higher Education,Other,Services,Reputation,Mother,Less Than 15 Min,Greater Than 10 Hours,0,No,Yes,No,Yes,No,Yes,Yes,Yes,1,3,3,5,5,3,4,13,13,12
Gabriel Pereira,Female,16,Urban,Greater Than 3,Living Together,Secondary Education,Primary Education (4Th Grade),Services,Other,Course,Mother,Less Than 15 Min,Greater Than 10 Hours,0,Yes,Yes,Yes,No,Yes,Yes,Yes,No,4,3,3,1,2,5,4,7,7,6
Gabriel Pereira,Female,15,Rural,Less Or Equal To 3,Living Together,5Th To 9Th Grade,5Th To 9Th Grade,Health,Services,Reputation,Mother,15 To 30 Min,2 To 5 Hours,0,Yes,Yes,Yes,No,Yes,Yes,Yes,No,4,1,3,1,3,4,2,8,9,8
Gabriel Pereira,Female,15,Rural,Less Or Equal To 3,Living Together,Secondary Education,Primary Education (4Th Grade),Other,Other,Reputation,Father,15 To 30 Min,Greater Than 10 Hours,0,No,Yes,No,No,No,Yes,Yes,No,4,4,2,2,3,3,12,16,16,16
Gabriel Pereira,Male,16,Urban,Greater Than 3,Living Together,Secondary Education,Primary Education (4Th Grade),Other,Other,Reputation,Father,15 To 30 Min,Greater Than 10 Hours,0,No,Yes,Yes,No,Yes,Yes,Yes,No,4,3,2,1,1,5,0,13,15,15
Gabriel Pereira,Male,15,Urban,Greater Than 3,Living Together,Higher Education,5Th To 9Th Grade,Other,Other,Course,Mother,Less Than 15 Min,Greater Than 10 Hours,0,No,No,No,No,Yes,Yes,Yes,No,3,3,3,1,1,3,0,10,10,10
Gabriel Pereira,Female,15,Rural,Greater Than 3,Living Together,Primary Education (4Th Grade),Primary Education (4Th Grade),Other,Other,Reputation,Mother,Less Than 15 Min,2 To 5 Hours,2,Yes,Yes,No,No,No,Yes,Yes,Yes,3,3,4,2,4,5,2,8,6,5
Gabriel Pereira,Male,16,Urban,Greater Than 3,Living Together,Secondary Education,Primary Education (4Th Grade),Other,Other,Reputation,Mother,Less Than 15 Min,Less Than 2 Hours,0,No,No,No,Yes,Yes,Yes,No,No,5,3,2,2,2,5,2,12,12,14
Gabriel Pereira,Female,16,Urban,Greater Than 3,Living Together,Secondary Education,Secondary Education,Other,Services,Home,Mother,Less Than 15 Min,2 To 5 Hours,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,4,3,3,2,4,5,54,11,12,11
Gabriel Pereira,Male,15,Urban,Greater Than 3,Living Together,Higher Education,Secondary Education,Teacher,Other,Home,Mother,Less Than 15 Min,2 To 5 Hours,0,No,Yes,Yes,Yes,Yes,Yes,Yes,No,4,3,3,2,3,5,6,9,9,10
Gabriel Pereira,Male,15,Urban,Greater Than 3,Living Together,Higher Education,None,Teacher,Other,Course,Mother,15 To 30 Min,Greater Than 10 Hours,0,No,No,No,Yes,Yes,Yes,Yes,No,3,4,3,1,1,1,8,11,11,10
Gabriel Pereira,Female,16,Urban,Greater Than 3,Living Together,5Th To 9Th Grade,5Th To 9Th Grade,Other,Other,Reputation,Mother,Less Than 15 Min,Greater Than 10 Hours,0,No,No,Yes,No,Yes,Yes,Yes,Yes,5,2,3,1,3,3,0,11,11,11
Gabriel Pereira,Male,17,Urban,Greater Than 3,Living Together,5Th To 9Th Grade,Primary Education (4Th Grade),Other,Other,Home,Mother,15 To 30 Min,Less Than 2 Hours,3,Yes,Yes,No,Yes,Yes,No,Yes,No,4,5,1,1,1,3,2,8,8,10
Gabriel Pereira,Female,16,Urban,Greater Than 3,Living Together,Secondary Education,Higher Education,At Home,Other,Course,Mother,Less Than 15 Min,2 To 5 Hours,0,No,Yes,No,No,Yes,Yes,Yes,No,2,4,3,1,2,3,12,5,5,5
Gabriel Pereira,Male,15,Urban,Greater Than 3,Living Together,5Th To 9Th Grade,Secondary Education,Other,Services,Course,Father,Less Than 15 Min,Less Than 2 Hours,0,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,3,2,2,1,3,3,2,10,12,12
Gabriel Pereira,Male,15,Urban,Greater Than 3,Living Together,5Th To 9Th Grade,Secondary Education,Other,Other,Home,Mother,Less Than 15 Min,5 To 10 Hours,0,Yes,No,Yes,No,No,Yes,Yes,No,5,3,2,1,2,5,4,11,10,11
Gabriel Pereira,Female,15,Urban,Less Or Equal To 3,Living Together,Secondary Education,5Th To 9Th Grade,Services,Other,Reputation,Mother,Less Than 15 Min,2 To 5 Hours,0,No,Yes,Yes,No,Yes,Yes,Yes,No,4,4,4,1,1,5,10,7,6,6
Gabriel Pereira,Male,15,Urban,Less Or Equal To 3,Living Together,5Th To 9Th Grade,5Th To 9Th Grade,Services,Services,Home,Mother,15 To 30 Min,2 To 5 Hours,0,No,No,Yes,Yes,Yes,Yes,Yes,No,5,3,3,1,3,4,4,15,15,15
Gabriel Pereira,Female,15,Urban,Greater Than 3,Living Together,Primary Education (4Th Grade),Primary Education (4Th Grade),Other,Other,Home,Father,Less Than 15 Min,2 To 5 Hours,0,No,Yes,No,Yes,No,Yes,Yes,No,4,3,2,2,3,4,2,9,10,10
Gabriel Pereira,Female,15,Urban,Greater Than 3,Living Together,Higher Education,Higher Education,Services,Services,Reputation,Father,15 To 30 Min,2 To 5 Hours,2,No,No,Yes,No,Yes,Yes,Yes,Yes,4,4,4,2,3,5,6,7,9,8
Gabriel Pereira,Female,16,Urban,Less Or Equal To 3,Living Together,5Th To 9Th Grade,5Th To 9Th Grade,At Home,Other,Course,Mother,Less Than 15 Min,2 To 5 Hours,0,No,Yes,No,No,Yes,Yes,No,No,4,3,4,1,2,2,4,8,7,6
Gabriel Pereira,Female,15,Urban,Greater Than 3,Living Together,Higher Education,5Th To 9Th Grade,Other,Other,Reputation,Mother,Less Than 15 Min,5 To 10 Hours,0,No,Yes,No,Yes,Yes,Yes,Yes,No,5,3,3,1,3,1,4,13,14,14
Gabriel Pereira,Male,16,Urban,Greater Than 3,Living Together,5Th To 9Th Grade,5Th To 9Th Grade,Services,Other,Reputation,Father,15 To 30 Min,2 To 5 Hours,1,No,No,Yes,Yes,No,Yes,Yes,No,4,4,2,1,1,3,12,11,10,10
Gabriel Pereira,Male,16,Urban,Less Or Equal To 3,Apart,Higher Education,Higher Education,Teacher,Health,Reputation,Mother,Less Than 15 Min,2 To 5 Hours,0,No,Yes,No,No,Yes,Yes,No,No,4,1,3,3,5,5,18,8,6,7
Gabriel Pereira,Female,16,Urban,Greater Than 3,Living Together,Secondary Education,Secondary Education,Other,Other,Home,Mother,Less Than 15 Min,5 To 10 Hours,0,No,Yes,Yes,No,Yes,Yes,Yes,Yes,4,3,3,1,3,4,0,7,7,8
Gabriel Pereira,Female,15,Urban,Greater Than 3,Living Together,Higher Education,Secondary Education,Services,Other,Reputation,Mother,Less Than 15 Min,Less Than 2 Hours,0,No,No,Yes,Yes,Yes,Yes,Yes,No,4,5,5,1,3,1,4,16,17,18
Gabriel Pereira,Female,16,Urban,Less Or Equal To 3,Living Together,Secondary Education,Primary Education (4Th Grade),Other,Other,Home,Father,Less Than 15 Min,2 To 5 Hours,0,Yes,Yes,No,No,Yes,Yes,No,No,3,3,3,2,3,2,4,7,6,6
Gabriel Pereira,Female,16,Urban,Greater Than 3,Living Together,Higher Education,5Th To 9Th Grade,Teacher,Services,Home,Mother,15 To 30 Min,2 To 5 Hours,0,No,Yes,Yes,Yes,Yes,Yes,Yes,No,5,3,3,1,1,1,0,11,10,10
Gabriel Pereira,Male,15,Urban,Less Or Equal To 3,Living Together,5Th To 9Th Grade,5Th To 9Th Grade,Services,Health,Reputation,Mother,Less Than 15 Min,Greater Than 10 Hours,0,No,Yes,No,Yes,Yes,Yes,Yes,No,4,3,4,1,1,4,6,11,13,14
Gabriel Pereira,Female,15,Rural,Greater Than 3,Living Together,Primary Education (4Th Grade),Primary Education (4Th Grade),At Home,Other,Home,Mother,15 To 30 Min,Greater Than 10 Hours,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,3,1,2,1,1,1,2,7,10,10
Gabriel Pereira,Male,16,Rural,Greater Than 3,Living Together,Higher Education,Secondary Education,Services,Other,Reputation,Mother,15 To 30 Min,Less Than 2 Hours,0,Yes,Yes,No,Yes,No,Yes,Yes,No,3,3,3,1,1,4,2,11,15,15
Gabriel Pereira,Female,16,Urban,Greater Than 3,Living Together,5Th To 9Th Grade,Primary Education (4Th Grade),Other,Other,Course,Mother,Less Than 15 Min,2 To 5 Hours,0,No,Yes,Yes,No,Yes,Yes,No,Yes,4,3,5,1,1,5,2,8,9,10
Gabriel Pereira,Female,16,Urban,Greater Than 3,Living Together,Higher Education,Higher Education,Other,Other,Reputation,Mother,Less Than 15 Min,Less Than 2 Hours,0,No,No,No,Yes,No,Yes,Yes,No,5,3,4,1,2,1,6,11,14,14
Gabriel Pereira,Female,16,Urban,Greater Than 3,Living Together,Higher Education,Secondary Education,Other,At Home,Course,Mother,Less Than 15 Min,5 To 10 Hours,0,Yes,Yes,Yes,No,Yes,Yes,Yes,No,5,3,5,1,1,3,0,7,9,8
Gabriel Pereira,Male,16,Urban,Greater Than 3,Living Together,Higher Education,Higher Education,Services,Services,Other,Mother,Less Than 15 Min,Less Than 2 Hours,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,4,5,5,5,5,4,14,7,7,5
Gabriel Pereira,Male,16,Urban,Greater Than 3,Living Together,Higher Education,Higher Education,Services,Teacher,Other,Father,Less Than 15 Min,5 To 10 Hours,0,No,Yes,No,Yes,Yes,Yes,Yes,Yes,4,4,3,1,1,4,0,16,17,17
Gabriel Pereira,Male,15,Urban,Greater Than 3,Living Together,Higher Education,Higher Education,Services,Other,Course,Mother,Less Than 15 Min,Less Than 2 Hours,0,No,Yes,No,Yes,No,Yes,Yes,No,5,3,3,1,1,5,4,10,13,14
Gabriel Pereira,Female,15,Urban,Greater Than 3,Living Together,Secondary Education,5Th To 9Th Grade,Services,Other,Home,Mother,15 To 30 Min,2 To 5 Hours,0,Yes,Yes,Yes,No,Yes,Yes,Yes,No,4,3,5,1,1,2,26,7,6,6
